-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
-8.95451,-8.9604,-8.95451,-8.9604,-8.95451,-8.9604,-8.95451,-8.9604,-8.95451,-8.9604,-8.95451,-8.9604,-8.95451,-8.9604,-8.95451,-8.9604,-8.95451,-8.9604
-8.9025,-8.91551,-8.9025,-8.91551,-8.9025,-8.91551,-8.9025,-8.91551,-8.9025,-8.91551,-8.9025,-8.91551,-8.9025,-8.91551,-8.9025,-8.91551,-8.9025,-8.91551
-8.85049,-8.87062,-8.85049,-8.87062,-8.85049,-8.87062,-8.85049,-8.87062,-8.85049,-8.87062,-8.85049,-8.87062,-8.85049,-8.87062,-8.85049,-8.87062,-8.85049,-8.87062
-8.79849,-8.82574,-8.79849,-8.82574,-8.79849,-8.82574,-8.79849,-8.82574,-8.79849,-8.82574,-8.79849,-8.82574,-8.79849,-8.82574,-8.79849,-8.82574,-8.79849,-8.82574
-8.74648,-8.78085,-8.74648,-8.78085,-8.74648,-8.78085,-8.74648,-8.78085,-8.74648,-8.78085,-8.74648,-8.78085,-8.74648,-8.78085,-8.74648,-8.78085,-8.74648,-8.78085
-8.69448,-8.73596,-8.69448,-8.73596,-8.69448,-8.73596,-8.69448,-8.73596,-8.69448,-8.73596,-8.69448,-8.73596,-8.69448,-8.73596,-8.69448,-8.73596,-8.69448,-8.73596
-8.64247,-8.69107,-8.64247,-8.69107,-8.64247,-8.69107,-8.64247,-8.69107,-8.64247,-8.69107,-8.64247,-8.69107,-8.64247,-8.69107,-8.64247,-8.69107,-8.64247,-8.69107
-8.59047,-8.64619,-8.59047,-8.64619,-8.59047,-8.64619,-8.59047,-8.64619,-8.59047,-8.64619,-8.59047,-8.64619,-8.59047,-8.64619,-8.59047,-8.64619,-8.59047,-8.64619
-8.53846,-8.6013,-8.53846,-8.6013,-8.53846,-8.6013,-8.53846,-8.6013,-8.53846,-8.6013,-8.53846,-8.6013,-8.53846,-8.6013,-8.53846,-8.6013,-8.53846,-8.6013
-8.48645,-8.55641,-8.48645,-8.55641,-8.48645,-8.55641,-8.48645,-8.55641,-8.48645,-8.55641,-8.48645,-8.55641,-8.48645,-8.55641,-8.48645,-8.55641,-8.48645,-8.55641
-8.43445,-8.51152,-8.43445,-8.51152,-8.43445,-8.51152,-8.43445,-8.51152,-8.43445,-8.51152,-8.43445,-8.51152,-8.43445,-8.51152,-8.43445,-8.51152,-8.43445,-8.51152
-8.38244,-8.46664,-8.38244,-8.46664,-8.38244,-8.46664,-8.38244,-8.46664,-8.38244,-8.46664,-8.38244,-8.46664,-8.38244,-8.46664,-8.38244,-8.46664,-8.38244,-8.46664
-8.32536,-8.44663,-8.32536,-8.44663,-8.32536,-8.44663,-8.32536,-8.44663,-8.32536,-8.44663,-8.33044,-8.42175,-8.32536,-8.44663,-8.32536,-8.44663,-8.32536,-8.44663
-8.26011,-8.46811,-8.26011,-8.46811,-8.26011,-8.46811,-8.26011,-8.46811,-8.26011,-8.46811,-8.26854,-8.43977,-8.26011,-8.46811,-8.26011,-8.46811,-8.26011,-8.46811
-8.19487,-8.48962,-8.19487,-8.48962,-8.19487,-8.48962,-8.19487,-8.48962,-8.19487,-8.48962,-8.20538,-8.46679,-8.19487,-8.48962,-8.19487,-8.48962,-8.19487,-8.48962
-8.12962,-8.51112,-8.12962,-8.51112,-8.12962,-8.51112,-8.12962,-8.51112,-8.12962,-8.51112,-8.14222,-8.49381,-8.12962,-8.51112,-8.12962,-8.51112,-8.12962,-8.51112
-8.06437,-8.53263,-8.06437,-8.53263,-8.06437,-8.53263,-8.06437,-8.53263,-8.06437,-8.53263,-8.07906,-8.52084,-8.06437,-8.53263,-8.06437,-8.53263,-8.06437,-8.53263
-7.99913,-8.55414,-7.99913,-8.55414,-7.99913,-8.55414,-7.99913,-8.55414,-7.99913,-8.55414,-8.0159,-8.54786,-7.99913,-8.55414,-7.99913,-8.55414,-7.99913,-8.55414
-7.93388,-8.57564,-7.93388,-8.57564,-7.93388,-8.57564,-7.93388,-8.57564,-7.93388,-8.57564,-7.95274,-8.57488,-7.93388,-8.57564,-7.93388,-8.57564,-7.93388,-8.57564
-7.86864,-8.59715,-7.86864,-8.59715,-7.86864,-8.59715,-7.86864,-8.59715,-7.86864,-8.59715,-7.88958,-8.60191,-7.86864,-8.59715,-7.86864,-8.59715,-7.86864,-8.59715
-7.80339,-8.61866,-7.80339,-8.61866,-7.80339,-8.61866,-7.80339,-8.61866,-7.80339,-8.61866,-7.82642,-8.62893,-7.80339,-8.61866,-7.80339,-8.61866,-7.80339,-8.61866
-7.73815,-8.64016,-7.73815,-8.64016,-7.73815,-8.64016,-7.73815,-8.64016,-7.73815,-8.64016,-7.76326,-8.65595,-7.73815,-8.64016,-7.73815,-8.64016,-7.73815,-8.64016
-7.6729,-8.66167,-7.6729,-8.66167,-7.6729,-8.66167,-7.6729,-8.66167,-7.6729,-8.66167,-7.7001,-8.68297,-7.6729,-8.66167,-7.6729,-8.66167,-7.6729,-8.66167
-7.60668,-8.6799,-7.60668,-8.6799,-7.60668,-8.6799,-7.60668,-8.6799,-7.60668,-8.6799,-7.63654,-8.70901,-7.60668,-8.6799,-7.60668,-8.6799,-7.60668,-8.6799
-7.53927,-8.69304,-7.53927,-8.69304,-7.53927,-8.69304,-7.53927,-8.69304,-7.53927,-8.69304,-7.57127,-8.73039,-7.53927,-8.69304,-7.53927,-8.69304,-7.53927,-8.69304
-7.47105,-8.70099,-7.47105,-8.70099,-7.47105,-8.70099,-7.47105,-8.70099,-7.47105,-8.70099,-7.50456,-8.74673,-7.47105,-8.70099,-7.47105,-8.70099,-7.47105,-8.70099
-7.40242,-8.70373,-7.40242,-8.70373,-7.40242,-8.70373,-7.40242,-8.70373,-7.40242,-8.70373,-7.4368,-8.75793,-7.40242,-8.70373,-7.40242,-8.70373,-7.40242,-8.70373
-7.33379,-8.70122,-7.33379,-8.70122,-7.33379,-8.70122,-7.33379,-8.70122,-7.33379,-8.70122,-7.36838,-8.76393,-7.33379,-8.70122,-7.33379,-8.70122,-7.33379,-8.70122
-7.26554,-8.69348,-7.26523,-8.69689,-7.26554,-8.69348,-7.26554,-8.69348,-7.26554,-8.69348,-7.2997,-8.7647,-7.26554,-8.69348,-7.26554,-8.69348,-7.26554,-8.69348
-7.19809,-8.68057,-7.19667,-8.69255,-7.19809,-8.68057,-7.19809,-8.68057,-7.19809,-8.68057,-7.23116,-8.76023,-7.19809,-8.68057,-7.19809,-8.68057,-7.19809,-8.68057
-7.13181,-8.66254,-7.1281,-8.6882,-7.13098,-8.66586,-7.13181,-8.66254,-7.13181,-8.66254,-7.16317,-8.75054,-7.13181,-8.66254,-7.13181,-8.66254,-7.13181,-8.66254
-7.06711,-8.63952,-7.05954,-8.68386,-7.06388,-8.65114,-7.06711,-8.63952,-7.06711,-8.63952,-7.09611,-8.7357,-7.06711,-8.63952,-7.06711,-8.63952,-7.06711,-8.63952
-7.00434,-8.61163,-6.99098,-8.67952,-6.99678,-8.63643,-7.00391,-8.61259,-7.00434,-8.61163,-7.03038,-8.71579,-7.00434,-8.61163,-7.00434,-8.61163,-7.00434,-8.61163
-6.94389,-8.57903,-6.92242,-8.67518,-6.92967,-8.62171,-6.94081,-8.58542,-6.94389,-8.57903,-6.96636,-8.69092,-6.94389,-8.57903,-6.94389,-8.57903,-6.94389,-8.57903
-6.8861,-8.54192,-6.85386,-8.67084,-6.86257,-8.60699,-6.87772,-8.55824,-6.8861,-8.54192,-6.90442,-8.66125,-6.8861,-8.54192,-6.8861,-8.54192,-6.8861,-8.54192
-6.83131,-8.50051,-6.7853,-8.66649,-6.79547,-8.59227,-6.81463,-8.53106,-6.83131,-8.50051,-6.84492,-8.62693,-6.83131,-8.50051,-6.83131,-8.50051,-6.83131,-8.50051
-6.76481,-8.48851,-6.71674,-8.66215,-6.72836,-8.57755,-6.75153,-8.50388,-6.76481,-8.48851,-6.78822,-8.58818,-6.76481,-8.48851,-6.76481,-8.48851,-6.76481,-8.48851
-6.69644,-8.48172,-6.64818,-8.65781,-6.66126,-8.56284,-6.69157,-8.47057,-6.69644,-8.48172,-6.73463,-8.54522,-6.69644,-8.48172,-6.69644,-8.48172,-6.69644,-8.48172
-6.62806,-8.47516,-6.57962,-8.65347,-6.59416,-8.54812,-6.63814,-8.42756,-6.62806,-8.47516,-6.68448,-8.49829,-6.62806,-8.47516,-6.62806,-8.47516,-6.62806,-8.47516
-6.55967,-8.46861,-6.51106,-8.64913,-6.52705,-8.5334,-6.58929,-8.37933,-6.55967,-8.46861,-6.61825,-8.48951,-6.55967,-8.46861,-6.55967,-8.46861,-6.55967,-8.46861
