-9,-9,-9,-8,-9,-8,-9,-8,-9,-8,-9,-8,-9,-8
-9,-8.93968,-8.95451,-7.9604,-8.95451,-7.9604,-8.95451,-7.9604,-8.95451,-7.9604,-8.95451,-7.9604,-8.95451,-7.9604
-9,-8.87099,-8.9025,-7.91551,-8.9025,-7.91551,-8.9025,-7.91551,-8.9025,-7.91551,-8.9025,-7.91551,-8.9025,-7.91551
-9,-8.80229,-8.85049,-7.87062,-8.85049,-7.87062,-8.85049,-7.87062,-8.85049,-7.87062,-8.85049,-7.87062,-8.85049,-7.87062
-9,-8.73359,-8.79849,-7.82574,-8.79849,-7.82574,-8.79849,-7.82574,-8.79849,-7.82574,-8.79849,-7.82574,-8.79849,-7.82574
-9,-8.66489,-8.74648,-7.78085,-8.74648,-7.78085,-8.74648,-7.78085,-8.74648,-7.78085,-8.74648,-7.78085,-8.74648,-7.78085
-9,-8.59619,-8.69448,-7.73596,-8.69448,-7.73596,-8.69448,-7.73596,-8.69448,-7.73596,-8.69448,-7.73596,-8.69448,-7.73596
-9,-8.52749,-8.64247,-7.69107,-8.64247,-7.69107,-8.64247,-7.69107,-8.64247,-7.69107,-8.64247,-7.69107,-8.64247,-7.69107
-9,-8.4588,-8.59047,-7.64619,-8.59047,-7.64619,-8.59047,-7.64619,-8.59047,-7.64619,-8.59047,-7.64619,-8.59047,-7.64619
-9,-8.3901,-8.58602,-7.701,-8.58602,-7.701,-8.53846,-7.6013,-8.53846,-7.6013,-8.58602,-7.701,-8.52559,-7.66906
-9,-8.3214,-8.58847,-7.76965,-8.58847,-7.76965,-8.48645,-7.55641,-8.48645,-7.55641,-8.58847,-7.76965,-8.48879,-7.72707
-9,-8.2527,-8.59093,-7.8383,-8.59093,-7.8383,-8.45723,-7.6231,-8.45723,-7.6231,-8.59093,-7.8383,-8.45198,-7.78507
-9,-8.184,-8.59338,-7.90696,-8.59237,-7.90698,-8.45969,-7.69176,-8.45969,-7.69176,-8.59338,-7.90696,-8.41517,-7.84308
-9,-8.1153,-8.59583,-7.97561,-8.58909,-7.97558,-8.46072,-7.76043,-8.46072,-7.76043,-8.59583,-7.97561,-8.37837,-7.90109
-9,-8.0466,-8.59829,-8.04427,-8.58084,-8.04377,-8.45514,-7.82887,-8.45514,-7.82887,-8.59829,-8.04427,-8.34156,-7.95909
-9,-7.97791,-8.60074,-8.11292,-8.56767,-8.11118,-8.44263,-7.89639,-8.44263,-7.89639,-8.60074,-8.11292,-8.30476,-8.0171
-9,-7.90921,-8.60319,-8.18158,-8.54964,-8.17745,-8.42333,-7.96229,-8.42333,-7.96229,-8.60319,-8.18158,-8.26795,-8.07511
-9,-7.84051,-8.60564,-8.25023,-8.52685,-8.24225,-8.39743,-8.02589,-8.39743,-8.02589,-8.60564,-8.25023,-8.23115,-8.13312
-9,-7.77181,-8.6081,-8.31889,-8.49943,-8.30521,-8.3652,-8.08652,-8.3652,-8.08652,-8.6081,-8.31889,-8.19434,-8.19112
-9,-7.70311,-8.61055,-8.38754,-8.46751,-8.36603,-8.32697,-8.14356,-8.32697,-8.14356,-8.61055,-8.38754,-8.15665,-8.24855
-9,-7.63441,-8.613,-8.4562,-8.43126,-8.42437,-8.28315,-8.19643,-8.28315,-8.19643,-8.613,-8.4562,-8.11491,-8.30309
-9,-7.56572,-8.61409,-8.52487,-8.39087,-8.47992,-8.23417,-8.24457,-8.23417,-8.24457,-8.61409,-8.52487,-8.06913,-8.35429
-9,-7.49702,-8.6088,-8.59334,-8.34656,-8.5324,-8.18057,-8.28748,-8.18057,-8.28748,-8.6088,-8.59334,-8.01959,-8.40185
-9,-7.42832,-8.59682,-8.66095,-8.29856,-8.58153,-8.12287,-8.32472,-8.12287,-8.32472,-8.59682,-8.66095,-7.96655,-8.4455
-9,-7.35962,-8.57828,-8.72707,-8.24713,-8.62704,-8.06169,-8.3559,-8.06169,-8.3559,-8.57828,-8.72707,-7.91035,-8.48497
-9,-7.29092,-8.55334,-8.79106,-8.19253,-8.66871,-7.99766,-8.38071,-7.99766,-8.38071,-8.55334,-8.79106,-7.8513,-8.52005
-9,-7.22222,-8.52226,-8.85229,-8.13505,-8.7063,-7.93144,-8.39888,-7.93144,-8.39888,-8.52226,-8.85229,-7.78975,-8.55051
-9,-7.15352,-8.48533,-8.91018,-8.07499,-8.73963,-7.86372,-8.41022,-7.86372,-8.41022,-8.48533,-8.91018,-7.72605,-8.5762
-9,-7.08483,-8.4429,-8.96418,-8.01267,-8.76851,-7.79519,-8.41463,-7.79519,-8.41463,-8.4429,-8.96418,-7.66058,-8.59695
-9,-7.01613,-8.39539,-9.01376,-7.94843,-8.7928,-7.72657,-8.41205,-7.72657,-8.41205,-8.39539,-9.01376,-7.59371,-8.61265
